study_id,cell_id,block_id,model,family,stage,layout_id,within_block_order,form,physical_goal_sign,prompt_id,prompt,prompt_sha256,environment_seed,effective_policy_seed,action_cap,status,fixture_sha256,runtime_sha256,time_map_sha256
SGW-01,LAT-C11-N3-D-POS,LAT-C11-N3,N3,LAT,C,LAT-C11,6,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262933,2026092411,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-C-NEG,LAT-C11-D1,D1,LAT,C,LAT-C11,1,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-I-POS,LAT-C11-D1,D1,LAT,C,LAT-C11,2,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-I-NEG,LAT-C11-D1,D1,LAT,C,LAT-C11,3,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-D-NEG,LAT-C11-D1,D1,LAT,C,LAT-C11,4,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-C-POS,LAT-C11-D1,D1,LAT,C,LAT-C11,5,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C11-D1-D-POS,LAT-C11-D1,D1,LAT,C,LAT-C11,6,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-I-POS,LAT-C12-N3,N3,LAT,C,LAT-C12,1,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-I-NEG,LAT-C12-N3,N3,LAT,C,LAT-C12,2,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-D-NEG,LAT-C12-N3,N3,LAT,C,LAT-C12,3,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-C-POS,LAT-C12-N3,N3,LAT,C,LAT-C12,4,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-D-POS,LAT-C12-N3,N3,LAT,C,LAT-C12,5,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-N3-C-NEG,LAT-C12-N3,N3,LAT,C,LAT-C12,6,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262934,2026092412,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-I-POS,LAT-C12-D1,D1,LAT,C,LAT-C12,1,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-I-NEG,LAT-C12-D1,D1,LAT,C,LAT-C12,2,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-D-NEG,LAT-C12-D1,D1,LAT,C,LAT-C12,3,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-C-POS,LAT-C12-D1,D1,LAT,C,LAT-C12,4,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-D-POS,LAT-C12-D1,D1,LAT,C,LAT-C12,5,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C12-D1-C-NEG,LAT-C12-D1,D1,LAT,C,LAT-C12,6,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-I-NEG,LAT-C13-N3,N3,LAT,C,LAT-C13,1,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-C-POS,LAT-C13-N3,N3,LAT,C,LAT-C13,2,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-D-POS,LAT-C13-N3,N3,LAT,C,LAT-C13,3,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-I-POS,LAT-C13-N3,N3,LAT,C,LAT-C13,4,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-C-NEG,LAT-C13-N3,N3,LAT,C,LAT-C13,5,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-N3-D-NEG,LAT-C13-N3,N3,LAT,C,LAT-C13,6,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262935,2026092413,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-I-NEG,LAT-C13-D1,D1,LAT,C,LAT-C13,1,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-C-POS,LAT-C13-D1,D1,LAT,C,LAT-C13,2,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-D-POS,LAT-C13-D1,D1,LAT,C,LAT-C13,3,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-I-POS,LAT-C13-D1,D1,LAT,C,LAT-C13,4,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-C-NEG,LAT-C13-D1,D1,LAT,C,LAT-C13,5,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C13-D1-D-NEG,LAT-C13-D1,D1,LAT,C,LAT-C13,6,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-C-POS,LAT-C14-N3,N3,LAT,C,LAT-C14,1,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-D-POS,LAT-C14-N3,N3,LAT,C,LAT-C14,2,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-I-POS,LAT-C14-N3,N3,LAT,C,LAT-C14,3,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-C-NEG,LAT-C14-N3,N3,LAT,C,LAT-C14,4,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-D-NEG,LAT-C14-N3,N3,LAT,C,LAT-C14,5,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-N3-I-NEG,LAT-C14-N3,N3,LAT,C,LAT-C14,6,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262936,2026092414,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-C-POS,LAT-C14-D1,D1,LAT,C,LAT-C14,1,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-D-POS,LAT-C14-D1,D1,LAT,C,LAT-C14,2,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-I-POS,LAT-C14-D1,D1,LAT,C,LAT-C14,3,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-C-NEG,LAT-C14-D1,D1,LAT,C,LAT-C14,4,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-D-NEG,LAT-C14-D1,D1,LAT,C,LAT-C14,5,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C14-D1-I-NEG,LAT-C14-D1,D1,LAT,C,LAT-C14,6,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-D-POS,LAT-C15-N3,N3,LAT,C,LAT-C15,1,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-I-POS,LAT-C15-N3,N3,LAT,C,LAT-C15,2,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-C-NEG,LAT-C15-N3,N3,LAT,C,LAT-C15,3,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-D-NEG,LAT-C15-N3,N3,LAT,C,LAT-C15,4,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-I-NEG,LAT-C15-N3,N3,LAT,C,LAT-C15,5,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-N3-C-POS,LAT-C15-N3,N3,LAT,C,LAT-C15,6,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262937,2026092415,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-D-POS,LAT-C15-D1,D1,LAT,C,LAT-C15,1,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-I-POS,LAT-C15-D1,D1,LAT,C,LAT-C15,2,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-C-NEG,LAT-C15-D1,D1,LAT,C,LAT-C15,3,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-D-NEG,LAT-C15-D1,D1,LAT,C,LAT-C15,4,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-I-NEG,LAT-C15-D1,D1,LAT,C,LAT-C15,5,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C15-D1-C-POS,LAT-C15-D1,D1,LAT,C,LAT-C15,6,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-I-POS,LAT-C16-N3,N3,LAT,C,LAT-C16,1,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-C-NEG,LAT-C16-N3,N3,LAT,C,LAT-C16,2,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-D-NEG,LAT-C16-N3,N3,LAT,C,LAT-C16,3,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-I-NEG,LAT-C16-N3,N3,LAT,C,LAT-C16,4,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-C-POS,LAT-C16-N3,N3,LAT,C,LAT-C16,5,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-N3-D-POS,LAT-C16-N3,N3,LAT,C,LAT-C16,6,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262938,2026092416,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-I-POS,LAT-C16-D1,D1,LAT,C,LAT-C16,1,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-C-NEG,LAT-C16-D1,D1,LAT,C,LAT-C16,2,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-D-NEG,LAT-C16-D1,D1,LAT,C,LAT-C16,3,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-I-NEG,LAT-C16-D1,D1,LAT,C,LAT-C16,4,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-C-POS,LAT-C16-D1,D1,LAT,C,LAT-C16,5,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C16-D1-D-POS,LAT-C16-D1,D1,LAT,C,LAT-C16,6,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262938,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-C-NEG,LAT-C17-N3,N3,LAT,C,LAT-C17,1,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-D-NEG,LAT-C17-N3,N3,LAT,C,LAT-C17,2,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-I-NEG,LAT-C17-N3,N3,LAT,C,LAT-C17,3,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-C-POS,LAT-C17-N3,N3,LAT,C,LAT-C17,4,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-D-POS,LAT-C17-N3,N3,LAT,C,LAT-C17,5,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-N3-I-POS,LAT-C17-N3,N3,LAT,C,LAT-C17,6,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262939,2026092417,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-C-NEG,LAT-C17-D1,D1,LAT,C,LAT-C17,1,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-D-NEG,LAT-C17-D1,D1,LAT,C,LAT-C17,2,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-I-NEG,LAT-C17-D1,D1,LAT,C,LAT-C17,3,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-C-POS,LAT-C17-D1,D1,LAT,C,LAT-C17,4,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-D-POS,LAT-C17-D1,D1,LAT,C,LAT-C17,5,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C17-D1-I-POS,LAT-C17-D1,D1,LAT,C,LAT-C17,6,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262939,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-D-NEG,LAT-C18-N3,N3,LAT,C,LAT-C18,1,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-I-NEG,LAT-C18-N3,N3,LAT,C,LAT-C18,2,I,-1,LAT-I-NEG,Place the Rubik's cube so that the bowl is to the left of the Rubik's cube.,3c36eb09d55cf3875d3d5e49abd4571bdedddb069b328fcb62abd08fc6a515b0,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-C-POS,LAT-C18-N3,N3,LAT,C,LAT-C18,3,C,1,LAT-C-POS,Place the Rubik's cube so that the Rubik's cube is to the left of the bowl.,0627baa29ac138ba59a7f8a9e19b78a31258b525c26545131047e39619e3215c,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-D-POS,LAT-C18-N3,N3,LAT,C,LAT-C18,4,D,1,LAT-D-POS,Put the Rubik's cube to the left of the bowl.,7a9010154f1b73764e6fec767eff0563dfe95807babb6369e7cd6de60ec7aa92,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-I-POS,LAT-C18-N3,N3,LAT,C,LAT-C18,5,I,1,LAT-I-POS,Place the Rubik's cube so that the bowl is to the right of the Rubik's cube.,6ed00a80ed714a034daa682371ddf42c2e576e40ccc4345fa73053833b4e2d39,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-N3-C-NEG,LAT-C18-N3,N3,LAT,C,LAT-C18,6,C,-1,LAT-C-NEG,Place the Rubik's cube so that the Rubik's cube is to the right of the bowl.,7b8582cd1340a540266f361902a3790fdd972ad704cfc3140ec6948f33b8f301,20262940,2026092418,450,PLANNED_NOT_RELEASED,,,
SGW-01,LAT-C18-D1-D-NEG,LAT-C18-D1,D1,LAT,C,LAT-C18,1,D,-1,LAT-D-NEG,Put the Rubik's cube to the right of the bowl.,61d9185096c89b210dc3e920914c889cf2292bed07f1265521658c5a5988e7f4,20262940,1140,450,PLANNED_NOT_RELEASED,,,
